@relation diemthifinal

@attribute sbd numeric
@attribute 'Diem xet tot nghiep' numeric
@attribute 'Dieu kien tot nghiep' {Dat,'Khong Dat'}

@data
51002792,7,Dat
51002800,5.5,Dat
51002794,5.6,Dat
51002795,6.1,Dat
51002793,7.7,Dat
51002798,6,Dat
51002801,7.6,Dat
51002797,6.2,Dat
51002804,7.2,Dat
51002796,7,Dat
51002799,7.4,Dat
51002806,6.6,Dat
51002808,7.6,Dat
51002803,6.8,Dat
51002805,8.3,Dat
51002810,7.1,Dat
51002807,7.8,Dat
51002814,6.8,Dat
51002809,6.7,Dat
51002816,7.2,Dat
51002815,7.5,Dat
51002813,5.8,Dat
51002812,6,Dat
51002811,7,Dat
51002817,7.8,Dat
51002818,6.9,Dat
51002819,7.1,Dat
51002820,7.1,Dat
51002823,7.1,Dat
51002821,7.6,Dat
51002825,7.6,Dat
51002827,7.3,Dat
51002824,6.5,Dat
51002828,6.8,Dat
51002830,7.7,Dat
51002829,8,Dat
51002822,7,Dat
51002832,7.9,Dat
51002831,7.4,Dat
51002835,8.1,Dat
51002833,8.5,Dat
51002838,7,Dat
51002836,7.3,Dat
51002834,7.3,Dat
51002841,5.9,Dat
51002837,8.4,Dat
51002839,6.9,Dat
51002842,6.5,Dat
51002843,6.8,Dat
51002840,6.2,Dat
51002846,6.8,Dat
51002845,7.4,Dat
51002844,7.3,Dat
51002853,6.8,Dat
51002850,6.7,Dat
51002851,6.1,Dat
51002848,7.1,Dat
51002854,7.4,Dat
51002849,6.3,Dat
51002852,7.6,Dat
51002855,7,Dat
51002856,6.6,Dat
51002860,6.7,Dat
51002857,6.6,Dat
51002859,7.3,Dat
51002865,7,Dat
51002858,6.4,Dat
51002863,5.7,Dat
51002864,6.9,Dat
51002862,7.3,Dat
51002861,5.9,Dat
51002868,7.3,Dat
51002869,7.5,Dat
51002866,6.2,Dat
51002867,7.7,Dat
51002871,6.2,Dat
51002870,6.7,Dat
51002873,5.8,Dat
51002874,7.1,Dat
51002876,5.7,Dat
51002875,5.9,Dat
51002872,6.2,Dat
51002877,7.5,Dat
51002878,6.8,Dat
51002881,7.4,Dat
51002880,6.6,Dat
51002884,5.9,Dat
51002882,8.5,Dat
51002879,7.7,Dat
51002883,7.4,Dat
51002885,7.6,Dat
51002886,5,Dat
51002887,5.7,Dat
51002888,6.6,Dat
51002892,5.6,Dat
51002893,6.8,Dat
51002889,7.2,Dat
51002891,6.7,Dat
51002890,6.2,Dat
51002894,6.3,Dat
51002901,7.8,Dat
51002896,7.5,Dat
51002899,6.5,Dat
51002895,5.6,Dat
51002897,6.2,Dat
51002898,6.4,Dat
51002903,7.5,Dat
51002900,6.2,Dat
51002902,7.6,Dat
51002909,7.1,Dat
51002906,6.4,Dat
51002910,6.4,Dat
51002913,6.7,Dat
51002905,7.1,Dat
51002907,9.4,Dat
51002904,7.3,Dat
51002911,5.1,Dat
51002914,6.6,Dat
51002915,6.3,Dat
51002918,6.6,Dat
51002912,7.9,Dat
51002908,8.1,Dat
51002919,7.4,Dat
51002917,7.3,Dat
51002916,6.4,Dat
51002922,6.5,Dat
51002921,6.4,Dat
51002920,6.7,Dat
51002924,7.9,Dat
51002925,5.6,Dat
51002926,6.2,Dat
51002929,6.7,Dat
51002927,6.3,Dat
51002928,6.8,Dat
51002923,6.8,Dat
51002932,6.3,Dat
51002930,6.3,Dat
51002931,6.9,Dat
51002933,6.3,Dat
51002934,7.6,Dat
51002935,8.4,Dat
51002936,6.3,Dat
51002940,7.5,Dat
51002938,7.4,Dat
51002937,7.6,Dat
51002942,6.2,Dat
51002941,7.1,Dat
51002945,7.5,Dat
51002944,7,Dat
51002946,6.3,Dat
51002939,7.5,Dat
51002947,7.6,Dat
51002943,5.9,Dat
51002951,7.3,Dat
51002948,7.2,Dat
51002949,7.6,Dat
51002953,5.9,Dat
51002952,6.6,Dat
51002957,6.8,Dat
51002956,8.1,Dat
51002950,6.6,Dat
51002954,7.1,Dat
51002958,6.7,Dat
51002955,6.4,Dat
51002960,5.9,Dat
51002959,6.8,Dat
51002964,7.3,Dat
51002963,7.1,Dat
51002962,7,Dat
51002967,6.2,Dat
51002961,7,Dat
51002965,6.8,Dat
51002970,7.5,Dat
51002968,7.2,Dat
51002966,6.7,Dat
51002975,6.7,Dat
51002969,7.7,Dat
51002976,5.8,Dat
51002974,6.3,Dat
51002972,5.4,Dat
51002971,6.6,Dat
51002978,8.1,Dat
51002977,6.5,Dat
51002981,8.3,Dat
51002973,6.9,Dat
51002979,8.4,Dat
51002980,7.8,Dat
51002985,7,Dat
51002982,7.6,Dat
51002986,6.9,Dat
51002984,6.7,Dat
51002989,6,Dat
51002983,6.1,Dat
51002992,6.2,Dat
51002994,6.7,Dat
51002990,7.5,Dat
51002987,6,Dat
51002991,7,Dat
51002993,6.4,Dat
51002995,8,Dat
51002988,7,Dat
51002996,7.1,Dat
51002997,6.7,Dat
51002998,6.8,Dat
51003001,5.9,Dat
51003002,6.3,Dat
51002999,6.5,Dat
51003000,5.8,Dat
51003003,7.6,Dat
51003005,8.1,Dat
51003004,6.2,Dat
51003006,5.8,Dat
51003007,6.9,Dat
51003010,6.6,Dat
51003009,7.5,Dat
51003008,7.2,Dat
51003014,6,Dat
51003015,5.9,Dat
51003011,5.8,Dat
51003013,6.2,Dat
51003016,6.7,Dat
51003012,7.5,Dat
51003020,6,Dat
51003019,6.4,Dat
51003026,7.1,Dat
51003021,7,Dat
51003018,6.7,Dat
51003022,6.2,Dat
51003023,6.3,Dat
51003024,7.7,Dat
51003027,6.7,Dat
51003029,7.6,Dat
51003025,7.5,Dat
51003030,7.5,Dat
51003032,6.5,Dat
51003028,7.4,Dat
51003033,8.4,Dat
51003036,7.9,Dat
51003031,7.2,Dat
51003034,6.1,Dat
51003035,6.5,Dat
51003037,5.6,Dat
51003046,7.3,Dat
51003038,7.5,Dat
51003039,6.9,Dat
51003043,7,Dat
51003053,7.4,Dat
51003041,7.3,Dat
51003051,6.9,Dat
51003049,5.4,Dat
51003042,6.5,Dat
51003040,7.1,Dat
51003045,5.8,Dat
51003050,7.5,Dat
51003052,6.9,Dat
51003047,5.7,Dat
51003048,6.4,Dat
51003055,6.8,Dat
51003054,6.5,Dat
51003058,6.7,Dat
51003056,7.9,Dat
51003059,7.5,Dat
51003057,6.7,Dat
51003060,5.5,Dat
51003064,7.9,Dat
51003063,7.1,Dat
51003061,7.1,Dat
51003062,7.1,Dat
51003065,7.6,Dat
51003066,7.6,Dat
51003067,7.7,Dat
51003069,7.2,Dat
51003070,7.1,Dat
51003075,6.8,Dat
51003076,6.6,Dat
51003071,6.3,Dat
51003068,7.2,Dat
51003072,7.6,Dat
51003073,7,Dat
51003074,7.8,Dat
51003077,7.1,Dat
51003082,6.6,Dat
51003084,5.6,Dat
51003080,8.2,Dat
51003078,6,Dat
51003083,6.5,Dat
51003091,7.5,Dat
51003079,7.6,Dat
51003081,5.8,Dat
51003086,7.3,Dat
51003085,6.7,Dat
51003092,8.2,Dat
51003093,6.7,Dat
51003089,6.5,Dat
51003087,6.6,Dat
51003094,6.5,Dat
51003099,7.8,Dat
51003088,7.8,Dat
51003095,5.7,Dat
51003090,6.5,Dat
51003096,7.3,Dat
51003102,7.6,Dat
51003100,6.6,Dat
51003101,6.9,Dat
51003098,6.9,Dat
51003105,7.4,Dat
51003103,6.9,Dat
51003097,7,Dat
51003106,6.6,Dat
51003104,6.9,Dat
51003108,7.6,Dat
51003107,6.4,Dat
51003109,7.9,Dat
51003110,6.4,Dat
51003111,6.4,Dat
51003112,7.2,Dat
51003113,6.5,Dat
51003115,6.5,Dat
51003114,6.6,Dat
51003116,7.4,Dat
51003120,7.2,Dat
51003117,6.6,Dat
51003119,7.7,Dat
51003118,6.5,Dat
51003124,7.6,Dat
51003125,7.5,Dat
51003123,8.4,Dat
51003128,6.1,Dat
51003126,6.8,Dat
51003129,6.9,Dat
51003122,7,Dat
51003130,7.2,Dat
51003135,6.7,Dat
51003127,6.3,Dat
51003133,6.8,Dat
51003136,7.6,Dat
51003131,8.3,Dat
51003132,6.9,Dat
51003134,6.2,Dat
51003145,7.1,Dat
51003143,7.2,Dat
51003140,7.2,Dat
51003142,5.8,Dat
51003137,8,Dat
51003144,6.4,Dat
51003139,7.9,Dat
51003138,6.4,Dat
51003141,7.1,Dat
51003146,7.6,Dat
51003148,7.2,Dat
51003147,6.6,Dat
51003152,7.5,Dat
51003151,7,Dat
51003149,8.4,Dat
51003153,7.3,Dat
51003155,8,Dat
51003154,7.6,Dat
51003156,6.5,Dat
51003150,7.5,Dat
51003158,8.3,Dat
51003160,7.9,Dat
51003163,7.5,Dat
51003162,6.9,Dat
51003157,6.8,Dat
51003161,7.5,Dat
51003159,7.2,Dat
51003169,6.5,Dat
51003171,5.7,Dat
51003168,7.3,Dat
51003164,7.1,Dat
51003165,7,Dat
51003166,7.6,Dat
51003167,8,Dat
51003173,7.2,Dat
51003170,7.2,Dat
51003174,6.1,Dat
51003172,7,Dat
51003176,7.5,Dat
51003175,6.1,Dat
51003179,7.1,Dat
51003177,8.6,Dat
51003178,6.7,Dat
51003186,7.9,Dat
51003185,7,Dat
51003180,6.6,Dat
51003181,7.2,Dat
51003187,6.5,Dat
51003184,5.8,Dat
51003190,6.4,Dat
51003183,7.3,Dat
51003192,7.6,Dat
51003182,5.1,Dat
51003195,7.5,Dat
51003189,6.8,Dat
51003194,6.7,Dat
51003188,6.1,Dat
51003191,7.5,Dat
51003201,6.8,Dat
51003197,6.6,Dat
51003198,6.5,Dat
51003199,6.5,Dat
51003193,7.1,Dat
51003200,6.5,Dat
51003196,5.5,Dat
51003205,6.8,Dat
51003206,6.9,Dat
51003204,6.7,Dat
51003203,6.5,Dat
51003208,7.1,Dat
51003202,8.4,Dat
51003213,6.8,Dat
51003209,6.5,Dat
51003207,6.9,Dat
51003210,9.1,Dat
51003212,6.4,Dat
51003222,7.9,Dat
51003214,7.8,Dat
51003211,6.7,Dat
51003215,6.3,Dat
51003220,6.6,Dat
51003217,6.9,Dat
51003219,6.8,Dat
51003218,6.1,Dat
51003221,7.9,Dat
51003224,6.6,Dat
51003226,7.1,Dat
51003216,5.9,Dat
51003223,6.9,Dat
51003229,7.2,Dat
51003225,6.2,Dat
51003230,7.5,Dat
51003231,5.8,Dat
51003228,7.5,Dat
51003227,6.6,Dat
51003233,6.7,Dat
51003234,7.2,Dat
51003238,6.9,Dat
51003232,7.4,Dat
51003241,6.7,Dat
51003235,8.5,Dat
51003236,7.5,Dat
51003242,6.8,Dat
51003237,6.6,Dat
51003239,8,Dat
51003243,7.9,Dat
51003240,7.3,Dat
51003246,6.9,Dat
51003245,5.7,Dat
51003247,6.8,Dat
51003249,6.8,Dat
51003244,7.6,Dat
51003248,7,Dat
51003253,6.5,Dat
51003251,6.7,Dat
51003257,7.1,Dat
51003250,6.3,Dat
51003255,8.3,Dat
51003252,7.7,Dat
51003254,5.4,Dat
51003258,7.2,Dat
51003260,7.3,Dat
51003267,7.4,Dat
51003262,6.5,Dat
51003264,7.7,Dat
51003261,6.9,Dat
51003256,6.8,Dat
51003268,7.2,Dat
51003263,7.2,Dat
51003259,7.5,Dat
51003266,6.8,Dat
51003270,7.8,Dat
51003265,7.1,Dat
51003271,7.3,Dat
51003269,8.2,Dat
51003274,7.5,Dat
51003273,8.2,Dat
51003279,6.8,Dat
51003272,6.8,Dat
51003276,8,Dat
51003277,8.1,Dat
51003275,8,Dat
51003278,6.6,Dat
51003282,7,Dat
51003287,6,Dat
51003280,8.2,Dat
51003281,6.5,Dat
51003289,6.4,Dat
51003283,7.8,Dat
51003284,6.8,Dat
51003293,5.8,Dat
51003291,6.4,Dat
51003290,5.6,Dat
51003294,7.1,Dat
51003285,7.1,Dat
51003286,6.2,Dat
51003298,7.5,Dat
51003288,6.9,Dat
51003292,5.4,Dat
51003297,6.8,Dat
51003296,7.3,Dat
51003299,7.6,Dat
51003300,7.3,Dat
51003295,6.8,Dat
51003303,7.6,Dat
51003302,6.5,Dat
51003304,6.1,Dat
51003305,6.6,Dat
51003301,6.5,Dat
51003308,7.2,Dat
51003307,6.5,Dat
51003309,8,Dat
51003306,7.9,Dat
51003314,7.2,Dat
51003311,6.5,Dat
51003310,6.9,Dat
51003312,7.2,Dat
51003313,6.7,Dat
51003315,6.8,Dat
51003316,6.7,Dat
51003317,7,Dat
51003318,6.6,Dat
51003319,7.8,Dat
51003324,6.6,Dat
51003323,7.7,Dat
51003321,6.9,Dat
51003320,7.9,Dat
51003322,6.8,Dat
51003326,5.6,Dat
51003327,6.9,Dat
51003330,7.2,Dat
51003325,7.9,Dat
51003329,7.2,Dat
51003334,7.7,Dat
51003328,7.1,Dat
51003331,7.6,Dat
51003341,6.9,Dat
51003332,7.6,Dat
51003337,6.8,Dat
51003336,6.4,Dat
51003335,7.4,Dat
51003339,7,Dat
51003344,7.2,Dat
51003345,8.5,Dat
51003333,7.8,Dat
51003343,6.5,Dat
51003338,7,Dat
51003347,7.8,Dat
51003342,7.6,Dat
51003346,6.9,Dat
51003340,7,Dat
51003350,7.2,Dat
51003348,6.2,Dat
51003349,6.5,Dat
51003352,7,Dat
51003354,6.3,Dat
51003351,6.6,Dat
51003353,7.7,Dat
51003358,7.8,Dat
51003357,7.3,Dat
51003355,6.3,Dat
51003356,7.1,Dat
51003360,7.9,Dat
51003359,7.9,Dat
51003363,6.4,Dat
51003364,6.6,Dat
51003361,7.8,Dat
51003365,6.7,Dat
51003362,7.8,Dat
51003366,7,Dat
51003368,7.3,Dat
51003370,6.3,Dat
51003369,5.5,Dat
51003367,4.4,'Khong Dat'
51003374,7.2,Dat
51003372,6.9,Dat
51003373,6.4,Dat
51003378,7,Dat
51003371,6.8,Dat
51003375,7.7,Dat
51003379,6.6,Dat
51003383,6.6,Dat
51003381,8,Dat
51003376,6.3,Dat
51003385,6.3,Dat
51003380,7.5,Dat
51003386,6.4,Dat
51003384,7.2,Dat
51003390,6.2,Dat
51003382,7.4,Dat
51003389,6.1,Dat
51003377,5.9,Dat
51003391,8.3,Dat
51003387,7.5,Dat
51003392,6.7,Dat
51003388,6.9,Dat
51003393,7,Dat
51003394,7.8,Dat
51003395,6.8,Dat
51003396,7.2,Dat
51003397,7.8,Dat
51003399,6.9,Dat
51003402,6.3,Dat
51003400,6.7,Dat
51003401,7.6,Dat
51003398,7.7,Dat
51003408,8.3,Dat
51003404,6.6,Dat
51003406,6.3,Dat
51003403,8.5,Dat
51003405,7.4,Dat
51003412,8.1,Dat
51003410,6.7,Dat
51003407,8.2,Dat
51003414,7.3,Dat
51003411,7.7,Dat
51003409,7.3,Dat
51003415,7.3,Dat
51003417,7.2,Dat
51003416,6.9,Dat
51003413,6.7,Dat
51003418,7.1,Dat
51003419,6.6,Dat
51003421,6.7,Dat
51003420,7.2,Dat
51003422,7.2,Dat
51003425,7.4,Dat
51003424,7.4,Dat
51003423,8.3,Dat
51003429,6,Dat
51003427,7.7,Dat
51003428,5.3,Dat
51003433,6.7,Dat
51003432,7,Dat
51003434,8,Dat
51003431,7.8,Dat
51003435,7.8,Dat
51003437,7.4,Dat
51003430,6.4,Dat
51003436,6.3,Dat
51003440,6.8,Dat
51003438,7.6,Dat
51003426,7.3,Dat
51003439,6.8,Dat
51003442,7,Dat
51003441,7.8,Dat
51003448,6.6,Dat
51003443,7.4,Dat
51003445,7.1,Dat
51003450,7.5,Dat
51003447,7.3,Dat
51003444,6.9,Dat
51003451,6.6,Dat
51003457,7.3,Dat
51003446,6.9,Dat
51003456,5.8,Dat
51003458,8.4,Dat
51003452,7.1,Dat
51003462,8.5,Dat
51003454,8.1,Dat
51003455,6.5,Dat
51003460,7,Dat
51003453,6.6,Dat
51003449,7,Dat
51003465,7.1,Dat
51003464,7.9,Dat
51003463,6.5,Dat
51003459,7.1,Dat
51003466,6.6,Dat
51003461,6.3,Dat
51003467,6.3,Dat
51003469,7.7,Dat
51003470,8.4,Dat
51003468,6.3,Dat
51003473,7.6,Dat
51003474,7.1,Dat
51003476,7.5,Dat
51003472,6.1,Dat
51003471,7.9,Dat
51003477,7.8,Dat
51003480,7.4,Dat
51003475,6.6,Dat
51003481,7,Dat
51003478,6.5,Dat
51003483,6,Dat
51003479,7.4,Dat
51003484,6.9,Dat
51003490,8,Dat
51003494,7.7,Dat
51003488,8.4,Dat
51003489,7.2,Dat
51003482,7.5,Dat
51003487,5.3,Dat
51003486,7.5,Dat
51003485,5.9,Dat
51003491,7.9,Dat
51003492,6.2,Dat
51003501,6.4,Dat
51003495,6.9,Dat
51003497,5.9,Dat
51003500,8.6,Dat
51003496,6.7,Dat
51003499,6.8,Dat
51003493,6.3,Dat
51003503,6.8,Dat
51003505,6.9,Dat
51003506,7.4,Dat
51003504,7,Dat
51003502,7.8,Dat
51003498,6.7,Dat
51003509,6.1,Dat
51003508,7.8,Dat
51003507,7,Dat
51003510,8,Dat
51003512,8.1,Dat
51003511,8,Dat
51003513,7.1,Dat
51003515,6.7,Dat
51003517,6.7,Dat
51003514,7.9,Dat
51003519,7.2,Dat
51003533,7,Dat
51003526,7.5,Dat
51003523,6.3,Dat
51003516,7,Dat
51003529,8.2,Dat
51003520,7.3,Dat
51003522,6.9,Dat
51003521,5.9,Dat
51003518,6.7,Dat
51003530,7.8,Dat
51003536,7.8,Dat
51003524,7.2,Dat
51003531,7,Dat
51003528,6.3,Dat
51003532,6.8,Dat
51003535,8.1,Dat
51003527,7.4,Dat
51003525,7.5,Dat
51003539,8.3,Dat
51003537,6.6,Dat
51003534,8.1,Dat
51003542,7.3,Dat
51003540,6.5,Dat
51003538,6,Dat
51003541,7.1,Dat
51003543,7.5,Dat
51003545,7.3,Dat
51003544,7.6,Dat
51003546,7.6,Dat
51003552,6.6,Dat
51003553,7.1,Dat
51003547,7.4,Dat
51003554,7.3,Dat
51003551,7.9,Dat
51003555,6.2,Dat
51003548,7.8,Dat
51003556,7.4,Dat
51003562,6.1,Dat
51003549,6.8,Dat
51003563,7.6,Dat
51003565,8.1,Dat
51003557,7,Dat
51003560,7,Dat
51003561,7,Dat
51003564,7.3,Dat
51003550,8.5,Dat
51003559,7.3,Dat
51003568,6.9,Dat
51003566,8,Dat
51003558,8.7,Dat
51003569,7.4,Dat
51003573,6.7,Dat
51003571,7.7,Dat
51003570,7.2,Dat
51003575,6.7,Dat
51003567,7.5,Dat
51003577,6.4,Dat
51003572,7.6,Dat
51003574,6.6,Dat
51003579,7,Dat
51003576,7,Dat
51003583,6.9,Dat
51003584,8.7,Dat
51003580,7,Dat
51003582,7.5,Dat
51003587,7.8,Dat
51003588,8.3,Dat
51003581,7.8,Dat
51003589,7.4,Dat
51003578,7.1,Dat
51003586,5.7,Dat
51003585,7.7,Dat
51003595,5.4,Dat
51003591,7.1,Dat
51003592,7.8,Dat
51003590,7.2,Dat
51003593,8.3,Dat
51003594,7.5,Dat
51003596,6.3,Dat
51003597,7.6,Dat
51003599,6.9,Dat
51003602,6.6,Dat
51003600,6.4,Dat
51003598,8.4,Dat
51003605,7.2,Dat
51003601,7,Dat
51003606,7.1,Dat
51003603,7.6,Dat
51003614,7.1,Dat
51003611,7,Dat
51003607,7.5,Dat
51003608,7.7,Dat
51003609,6.3,Dat
51003604,7.1,Dat
51003610,8.1,Dat
51003613,7.1,Dat
51003615,7.9,Dat
51003612,7.9,Dat
51003616,6.7,Dat
51003619,7.3,Dat
51003617,7.3,Dat
51003621,6.3,Dat
51003618,7.2,Dat
51003620,8.1,Dat
51003623,8,Dat
51003624,7.1,Dat
51003627,6.2,Dat
51003622,6.4,Dat
51003625,7.4,Dat
51003626,6.7,Dat
51003628,7.2,Dat
51003629,7.1,Dat
51003631,6.8,Dat
51003630,7.3,Dat
51003636,7.7,Dat
51003634,6.9,Dat
51003635,6.6,Dat
51003633,8.3,Dat
51003638,7.9,Dat
51003632,7.5,Dat
51003640,7.4,Dat
51003642,8.1,Dat
51003641,6.6,Dat
51003643,7.5,Dat
51003646,6.8,Dat
51003645,7.8,Dat
51003637,7,Dat
51003639,6.5,Dat
51003644,6.7,Dat
51003649,7.6,Dat
51003647,8,Dat
51003648,8.8,Dat
51003650,6.5,Dat
51003652,7.4,Dat
51003651,6.1,Dat
51003655,7.6,Dat
51003657,6.3,Dat
51003658,6.6,Dat
51003656,6.4,Dat
51003660,7.7,Dat
51003654,7.6,Dat
51003653,7.4,Dat
51003659,7.4,Dat
51003661,6.4,Dat
51003662,6.3,Dat
51003664,8.3,Dat
51003663,6.6,Dat
51003665,7.6,Dat
51003668,6.9,Dat
51003666,7.3,Dat
51003671,7.2,Dat
51003667,8.2,Dat
51003670,6.1,Dat
51003673,8.2,Dat
51003675,6.9,Dat
51003674,6.8,Dat
51003669,6.6,Dat
51003680,5.7,Dat
51003677,6.6,Dat
51003672,7.5,Dat
51003678,7.1,Dat
51003676,6.8,Dat
51003679,7.2,Dat
51003684,6.2,Dat
51003682,5.9,Dat
51003687,8.8,Dat
51003685,6.9,Dat
51003681,7.2,Dat
51003688,5.4,Dat
51003689,6.2,Dat
51003686,7.7,Dat
51003694,7.6,Dat
51003683,7,Dat
51003692,6.5,Dat
51003690,6.5,Dat
51003695,6,Dat
51003691,8.2,Dat
51003697,6.6,Dat
51003698,7.9,Dat
51003696,6.6,Dat
51003699,8.3,Dat
51003702,6.7,Dat
51003701,6.9,Dat
51003693,7.9,Dat
51003710,6.4,Dat
51003703,7,Dat
51003716,7.3,Dat
51003704,6.3,Dat
51003711,7.8,Dat
51003705,6.6,Dat
51003706,7.3,Dat
51003714,7.2,Dat
51003707,6.8,Dat
51003712,6.8,Dat
51003719,6.3,Dat
51003700,7.6,Dat
51003708,5.9,Dat
51003715,6.7,Dat
51003713,6.9,Dat
51003709,7,Dat
51003720,6.7,Dat
51003717,6.8,Dat
51003718,6.6,Dat
51003724,6.8,Dat
51003723,7.1,Dat
51003721,7.2,Dat
51003727,7.6,Dat
51003726,7,Dat
51003722,8.1,Dat
51003725,6.6,Dat
51003729,6.9,Dat
51003728,7.3,Dat
51003731,6.9,Dat
51003733,7.8,Dat
51003730,7.7,Dat
51003737,7.2,Dat
51003732,7.6,Dat
51003740,7.2,Dat
51003742,8,Dat
51003738,7.8,Dat
51003759,6.9,Dat
51003754,6.6,Dat
51003743,8,Dat
51003736,8,Dat
51003752,6.1,Dat
51003760,7.3,Dat
51003758,8.3,Dat
51003739,6.6,Dat
51003756,7.3,Dat
51003755,7.1,Dat
51003744,6,Dat
51003746,7,Dat
51003741,6.1,Dat
51003735,5.9,Dat
51003749,7.5,Dat
51003753,5.8,Dat
51003750,7.2,Dat
51003734,7.3,Dat
51003748,6.6,Dat
51003757,6.9,Dat
51003745,6.9,Dat
51003761,6.6,Dat
51003747,6.7,Dat
51003765,8,Dat
51003764,6,Dat
51003762,6.1,Dat
51003751,6.6,Dat
51003763,6.1,Dat
51003768,7.1,Dat
51003766,7.7,Dat
51003771,7.3,Dat
51003767,8.5,Dat
51003769,8.3,Dat
51003772,7.7,Dat
51003774,6.2,Dat
51003775,7.6,Dat
51003776,7.2,Dat
51003779,6.7,Dat
51003773,7.9,Dat
51003770,7.1,Dat
51003778,7,Dat
51003777,7.9,Dat
51003782,6.9,Dat
51003789,6.7,Dat
51003780,6.2,Dat
51003783,7.1,Dat
51003785,8.3,Dat
51003784,6.1,Dat
51003790,7.4,Dat
51003781,7.3,Dat
51003787,6.4,Dat
51003793,6.2,Dat
51003786,6.8,Dat
51003788,7.4,Dat
51003791,7.6,Dat
51003796,7.4,Dat
51003798,6.9,Dat
51003792,6.8,Dat
51003797,5.8,Dat
51003800,6.9,Dat
51003799,6.7,Dat
51003795,8.1,Dat
51003794,7.2,Dat
51003802,7.4,Dat
51003801,5.7,Dat
51003803,8.2,Dat
51003804,7.8,Dat
51003806,6.5,Dat
51003805,5.3,Dat
51003808,7.6,Dat
51003812,7.1,Dat
51003807,7.4,Dat
51003810,6.4,Dat
51003809,7.6,Dat
51003813,7.9,Dat
51003817,7.9,Dat
51003816,7.2,Dat
51003819,6.8,Dat
51003815,7.1,Dat
51003822,6.3,Dat
51003818,7.8,Dat
51003820,6.4,Dat
51003823,7.8,Dat
51003814,6.9,Dat
51003821,7.5,Dat
51003811,8,Dat
51003825,6.2,Dat
51003826,6.7,Dat
51003827,7.9,Dat
51003824,8,Dat
51003828,7.1,Dat
51003832,6.8,Dat
51003831,6.6,Dat
51003833,7.5,Dat
51003829,6.8,Dat
51003834,7.2,Dat
51003835,6.8,Dat
51003830,8.2,Dat
51003839,7.5,Dat
51003837,6.8,Dat
51003838,7.6,Dat
51003840,7.7,Dat
51003841,7.1,Dat
51003836,7.2,Dat
51003842,8.5,Dat
51003845,7.1,Dat
51003843,6.6,Dat
51003844,7.2,Dat
51003846,8.1,Dat
51003849,7.6,Dat
51003854,7.3,Dat
51003848,7.5,Dat
51003851,8.2,Dat
51003856,6.6,Dat
51003855,6.4,Dat
51003847,8,Dat
51003853,6.8,Dat
51003860,7.2,Dat
51003850,8.8,Dat
51003862,7.7,Dat
51003852,7.5,Dat
51003857,6.6,Dat
51003863,6.1,Dat
51003865,6.4,Dat
51003859,6.6,Dat
51003858,7,Dat
51003861,6,Dat
51003867,8.1,Dat
51003869,6.9,Dat
51003864,5.7,Dat
51003868,6.3,Dat
51003866,7.6,Dat
51003872,6.5,Dat
51003876,6.1,Dat
51003873,6.3,Dat
51003870,6.9,Dat
51003871,6.5,Dat
51003880,7.5,Dat
51003879,6.5,Dat
51003874,7,Dat
51003877,7.2,Dat
51003875,6.1,Dat
51003878,5.6,Dat
51003882,6.2,Dat
51003881,6.7,Dat
51003884,6.3,Dat
51003886,7.7,Dat
51003887,7.3,Dat
51003885,6.8,Dat
51003883,5.9,Dat
51003888,6.1,Dat
51003890,6.9,Dat
51003889,7.6,Dat
51003891,6.6,Dat
51003893,5.9,Dat
51003895,7.1,Dat
51003894,7,Dat
51003911,6.7,Dat
51003892,7.1,Dat
51003896,6.1,Dat
51003909,7.4,Dat
51003908,6.2,Dat
51003901,7.1,Dat
51003899,6.9,Dat
51003910,7.4,Dat
51003919,6.6,Dat
51003915,7.7,Dat
51003918,6.8,Dat
51003898,7.3,Dat
51003902,7.9,Dat
51003897,7.3,Dat
51003914,5.7,Dat
51003907,7,Dat
51003900,7.5,Dat
51003906,7.6,Dat
51003905,6.2,Dat
51003903,6.9,Dat
51003912,7.1,Dat
51003913,6.7,Dat
51003904,8.3,Dat
51003917,6,Dat
51003927,7,Dat
51003923,7.2,Dat
51003920,6.4,Dat
51003922,7.4,Dat
51003931,6.5,Dat
51003921,5.9,Dat
51003934,7.9,Dat
51003924,8.6,Dat
51003933,7.2,Dat
51003930,6.4,Dat
51003926,7.1,Dat
51003916,6.8,Dat
51003929,5.7,Dat
51003935,7.4,Dat
51003925,7.8,Dat
51003928,5.6,Dat
51003939,7,Dat
51003937,7.3,Dat
51003938,5.7,Dat
51003932,6.3,Dat
51003936,7.2,Dat
51003941,6.1,Dat
51003940,6.8,Dat
51003943,6.3,Dat
51003942,6.9,Dat
51003944,7.2,Dat
51003945,7,Dat
51003950,6.8,Dat
51003948,8.2,Dat
51003946,6.3,Dat
51003947,8,Dat
51003954,7.2,Dat
51003951,5.5,Dat
51003952,6,Dat
51003949,7.4,Dat
51003957,6.3,Dat
51003953,7.8,Dat
51003956,7.7,Dat
51003958,5.8,Dat
51003955,5.6,Dat
51003960,6.9,Dat
51003959,7.6,Dat
