@relation diemthifinal

@attribute sbd numeric
@attribute 'Diem xet tot nghiep' numeric
@attribute 'Dieu kien tot nghiep' {Dat,'Khong Dat'}

@data
51001469,6.9,Dat
51001474,7.3,Dat
51001466,6.2,Dat
51001473,5.1,Dat
51001471,6.2,Dat
51001498,7.1,Dat
51001497,7,Dat
51001509,6.6,Dat
51001496,7.4,Dat
51001514,8.3,Dat
51001513,5.3,Dat
51001476,7.4,Dat
51001512,4.6,'Khong Dat'
51001477,5.8,Dat
51001493,8.2,Dat
51001487,7.2,Dat
51001485,6.6,Dat
51001482,5.4,Dat
51001483,6.5,Dat
51001524,7.1,Dat
51001481,7.3,Dat
51001494,4.1,'Khong Dat'
51001519,7.3,Dat
51001503,7.4,Dat
51001520,6.1,Dat
51001479,7.1,Dat
51001523,6.8,Dat
51001490,6.8,Dat
51001489,7.3,Dat
51001506,5,Dat
51001510,6.8,Dat
51001516,8,Dat
51001515,7.1,Dat
51001521,6.8,Dat
51001478,6.2,Dat
51001502,6.9,Dat
51001505,6.9,Dat
51001526,6.8,Dat
51001525,8.3,Dat
51001528,6.4,Dat
51001532,5.2,Dat
51001533,6.9,Dat
51001530,6.4,Dat
51001531,7.4,Dat
51001529,5.8,Dat
51001540,8,Dat
51001537,7.7,Dat
51001534,5.6,Dat
51001545,7,Dat
51001535,5,Dat
51001544,6.9,Dat
51001538,6.6,Dat
51001536,6.9,Dat
51001546,7.3,Dat
51001547,5.8,Dat
51001549,7.9,Dat
51001554,6.7,Dat
51001552,6.1,Dat
51001556,7.6,Dat
51001563,6,Dat
51001562,6.7,Dat
51001559,6.7,Dat
51001565,6.7,Dat
51001557,6.6,Dat
51001564,6.1,Dat
51001561,6.9,Dat
51001567,5.9,Dat
51001566,7.2,Dat
51001570,7.6,Dat
51001569,6.7,Dat
51001573,6.5,Dat
51001575,7,Dat
51001574,7.9,Dat
51001576,6.2,Dat
51001580,6.4,Dat
51001582,5.3,Dat
51001585,7,Dat
51001586,6.5,Dat
51001579,5.5,Dat
51001587,6.1,Dat
51001588,6.2,Dat
51001589,7.3,Dat
51001584,7.3,Dat
51001593,5.3,Dat
51001594,7,Dat
51001596,7.8,Dat
51001591,6.3,Dat
51001592,6.8,Dat
51001590,6.9,Dat
51001597,7.5,Dat
51001600,7.4,Dat
51001604,6.5,Dat
51001606,5.7,Dat
51001603,7.4,Dat
51001614,7.7,Dat
51001608,6.2,Dat
51001615,7.7,Dat
51001612,6.5,Dat
51001607,6.4,Dat
51001619,6.5,Dat
51001616,7.2,Dat
51001617,6.4,Dat
51001618,6.3,Dat
51001613,6.7,Dat
51001623,6.9,Dat
51001626,6.3,Dat
51001627,6.9,Dat
51001628,7.3,Dat
51001635,6.9,Dat
51001644,7.1,Dat
51001630,6.6,Dat
51001632,6,Dat
51001631,7.3,Dat
51001637,6.3,Dat
51001641,7.9,Dat
51001639,7.2,Dat
51001643,4.7,'Khong Dat'
51001636,7.4,Dat
51001646,6,Dat
51001647,5.3,Dat
51001649,7.5,Dat
51001650,6.9,Dat
51001648,6.1,Dat
51001655,8,Dat
51001656,6.5,Dat
51001660,7.7,Dat
51001659,6.3,Dat
51001652,6.2,Dat
51001653,6.7,Dat
51001658,7.2,Dat
51001654,7.1,Dat
51001663,6.9,Dat
51001665,6.5,Dat
51001667,6.9,Dat
51001668,8.2,Dat
51001662,7.4,Dat
51001666,6.2,Dat
51001671,6.7,Dat
51001675,6.8,Dat
51001673,6.7,Dat
51001679,7.2,Dat
51001680,6.1,Dat
51001682,7.7,Dat
51001686,7.1,Dat
51001681,7.2,Dat
51001685,6.4,Dat
51001683,5.3,Dat
51001687,6.9,Dat
51001684,5.7,Dat
51001689,7.8,Dat
51001688,7.6,Dat
51001692,7,Dat
51001693,7.3,Dat
51001694,6.7,Dat
51001695,5.1,Dat
51001698,7.8,Dat
51001696,6.2,Dat
51001699,6.4,Dat
51001700,7.5,Dat
51001703,7.4,Dat
51001702,7.7,Dat
51001706,7.3,Dat
51001704,6.6,Dat
51001711,7.1,Dat
51001710,6.9,Dat
51001708,5.9,Dat
51001707,7.6,Dat
51001712,5.5,Dat
51001709,6.6,Dat
51001717,7,Dat
51001714,6.7,Dat
51001715,6.5,Dat
51001716,6.5,Dat
51001720,7.2,Dat
51001725,6.5,Dat
51001733,6.7,Dat
51001735,6.2,Dat
51001723,6.7,Dat
51001728,7.4,Dat
51001730,7.4,Dat
51001727,5.8,Dat
51001734,6,Dat
51001738,6.4,Dat
51001737,7,Dat
51001744,7.6,Dat
51001746,6.1,Dat
51001742,8.4,Dat
51001736,6.4,Dat
51001740,7.3,Dat
51001745,8,Dat
51001743,6.7,Dat
51001741,6.6,Dat
51001747,6.3,Dat
51001749,7.2,Dat
51001750,5.9,Dat
51001748,7.9,Dat
51001753,7,Dat
51001755,6.6,Dat
51001754,6.4,Dat
51001756,5.6,Dat
51001758,7.7,Dat
51001762,5.7,Dat
51001757,7,Dat
51001760,6.3,Dat
51001763,6.9,Dat
51001759,6,Dat
51001766,7,Dat
51001768,7,Dat
51001765,5.2,Dat
51001769,6.9,Dat
51001767,7.3,Dat
51001775,6.6,Dat
51001771,7.9,Dat
51001780,7.1,Dat
51001777,6.1,Dat
51001781,6.2,Dat
51001778,5,Dat
51001779,6.2,Dat
51001782,6.5,Dat
51001783,7.4,Dat
51001786,7.5,Dat
51001787,7.2,Dat
51001785,6.2,Dat
51001790,5.9,Dat
51001788,7.2,Dat
51001794,6.9,Dat
51001791,7.3,Dat
51001802,6.9,Dat
51001804,6.6,Dat
51001798,6.1,Dat
51001805,6.2,Dat
51001797,6.4,Dat
51001795,7.1,Dat
51001801,6,Dat
51001803,6.3,Dat
51001800,5.9,Dat
51001815,6.4,Dat
51001814,6.2,Dat
51001811,7.3,Dat
51001809,6.6,Dat
51001817,6.6,Dat
51001813,6.7,Dat
51001821,6.9,Dat
51001818,6.5,Dat
51001819,5.7,Dat
51001822,6,Dat
51001827,6.4,Dat
51001823,6.9,Dat
51001826,7.1,Dat
51001825,7.2,Dat
51001824,6.4,Dat
51001829,6.6,Dat
51001840,7.6,Dat
51001833,6.9,Dat
51001830,6.1,Dat
51001835,6.7,Dat
51001837,6.4,Dat
51001834,6.7,Dat
51001839,7.7,Dat
51001841,5.2,Dat
51001843,7.4,Dat
51001844,7.1,Dat
51001845,6,Dat
51001851,5.7,Dat
51001857,7.6,Dat
51001853,6.2,Dat
51001855,6.8,Dat
51001854,8.2,Dat
51001856,6.5,Dat
51001859,7.3,Dat
51001858,6.4,Dat
51001861,8.2,Dat
51001863,7,Dat
51001865,6,Dat
51001864,8.1,Dat
51001867,6.6,Dat
51001869,6.8,Dat
51001873,5.7,Dat
51001875,6.1,Dat
51001874,7.1,Dat
51001878,6.9,Dat
51001883,5.5,Dat
51001879,5.4,Dat
51001884,6.4,Dat
51001887,7.2,Dat
51001881,7.8,Dat
51001886,7.7,Dat
51001877,6.3,Dat
51001888,6.6,Dat
51001885,7.2,Dat
51001889,5.6,Dat
51001894,6.7,Dat
51001891,6.6,Dat
51001899,6.5,Dat
51001895,7,Dat
51001902,6.3,Dat
51001903,7,Dat
51001904,6.6,Dat
51001905,6.5,Dat
51001908,7.6,Dat
51001913,7.1,Dat
51001912,7.5,Dat
51001906,6.4,Dat
51001914,6.2,Dat
51001910,6.4,Dat
51001916,7.1,Dat
51001915,7.5,Dat
51001917,7.1,Dat
51001918,6.8,Dat
51001922,8,Dat
51001925,6.9,Dat
51001923,7.6,Dat
51001932,6.4,Dat
51001935,6.5,Dat
51001924,6.9,Dat
51001930,7.7,Dat
51001926,6.7,Dat
51001933,6.9,Dat
51001921,6.9,Dat
51001928,6.7,Dat
51001934,7.1,Dat
51001937,7.3,Dat
51001927,6.1,Dat
51001941,6.9,Dat
51001943,6.6,Dat
51001944,6.5,Dat
51001940,7.1,Dat
51001938,6.9,Dat
51001942,6.6,Dat
51001952,7.6,Dat
51001949,7,Dat
51001945,6.9,Dat
51001947,7.2,Dat
51001939,6.6,Dat
51001946,6.8,Dat
51001953,7.6,Dat
51001955,7.9,Dat
51001951,7.1,Dat
51001948,7.6,Dat
51001950,7,Dat
51001954,6.5,Dat
51001959,7.9,Dat
51001956,7,Dat
51001957,7.5,Dat
51001963,7.3,Dat
51001958,6.2,Dat
51001964,6.6,Dat
51001969,6.9,Dat
51001960,7.4,Dat
51001962,6.8,Dat
51001967,6,Dat
51001971,6.6,Dat
51001970,5.8,Dat
51001973,6.5,Dat
51001965,7,Dat
51001972,6.8,Dat
51001961,5.9,Dat
51001968,6.2,Dat
51001975,7,Dat
51001978,5.2,Dat
51001974,7.2,Dat
51001966,6.9,Dat
51001976,6.7,Dat
51001982,7.6,Dat
51001980,6.9,Dat
51001983,6.9,Dat
51001979,7.2,Dat
51001977,8.2,Dat
51001985,5.6,Dat
51001981,6.3,Dat
51001988,8,Dat
51001987,6.9,Dat
51001989,7,Dat
51001990,6.3,Dat
51001984,6.9,Dat
51001986,6.6,Dat
51001995,7.5,Dat
51001997,7.1,Dat
51001994,7.8,Dat
51001993,6.9,Dat
51001996,6.7,Dat
51001991,7.4,Dat
51001992,6.7,Dat
51002002,6.4,Dat
51002000,6.9,Dat
51001998,7.2,Dat
51002001,6.5,Dat
51002005,7.1,Dat
51002007,7.8,Dat
51002011,7,Dat
51001999,4.9,'Khong Dat'
51002008,6.1,Dat
51002010,7.1,Dat
51002004,7.6,Dat
51002012,6.9,Dat
51002009,7.4,Dat
51002006,6.6,Dat
51002014,7.4,Dat
51002003,7.1,Dat
51002013,7.3,Dat
51002017,7.6,Dat
51002020,6.9,Dat
51002015,5.8,Dat
51002018,7.9,Dat
51002016,6.8,Dat
51002022,6.9,Dat
51002029,7.3,Dat
51002024,7.6,Dat
51002025,6.6,Dat
51002019,7.4,Dat
51002021,6,Dat
51002027,7.1,Dat
51002031,7.2,Dat
51002028,6.3,Dat
51002023,7.6,Dat
51002036,6.7,Dat
51002026,7.4,Dat
51002030,7.1,Dat
51002034,7.4,Dat
51002035,5.9,Dat
51002033,6.9,Dat
51002037,6.9,Dat
51002032,6.5,Dat
51002041,6.3,Dat
51002038,6.7,Dat
51002042,7,Dat
51002039,6.8,Dat
51002044,6.1,Dat
51002040,7.3,Dat
51002045,6.1,Dat
51002043,7.4,Dat
51002046,6.2,Dat
51002049,6.3,Dat
51002051,7.5,Dat
51002048,6.6,Dat
51002047,6.4,Dat
51002050,7.2,Dat
51002054,6.1,Dat
51002057,7,Dat
51002052,6.3,Dat
51002056,6.7,Dat
51002055,6.4,Dat
51002058,6.5,Dat
51002060,6.4,Dat
51002053,8.9,Dat
51002063,5.7,Dat
51002061,6.3,Dat
51002064,6.6,Dat
51002068,5.3,Dat
51002062,6.9,Dat
51002059,5.8,Dat
51002067,7.3,Dat
51002075,7.3,Dat
51002065,8.2,Dat
51002070,7.1,Dat
51002071,7.9,Dat
51002076,6.2,Dat
51002077,6.1,Dat
51002081,7.3,Dat
51002066,7.1,Dat
51002074,7.2,Dat
51002069,7.3,Dat
51002073,6.5,Dat
51002078,7.4,Dat
51002072,7.8,Dat
51002087,6.7,Dat
51002084,6.9,Dat
51002088,7.7,Dat
51002086,6.7,Dat
51002080,7.7,Dat
51002090,6.5,Dat
51002089,6.3,Dat
51002085,7,Dat
51002082,7,Dat
51002083,7.5,Dat
51002079,7.1,Dat
51002094,7,Dat
51002092,6.8,Dat
51002091,7.1,Dat
51002097,5.7,Dat
51002098,6.5,Dat
51002095,7,Dat
51002096,7.7,Dat
51002100,7.6,Dat
51002093,7.2,Dat
51002103,7,Dat
51002102,6.4,Dat
51002101,8.6,Dat
51002099,6.7,Dat
51002105,6.5,Dat
51002108,7.1,Dat
51002104,6.4,Dat
51002107,8.2,Dat
51002106,6.2,Dat
51002111,6.5,Dat
51002112,6.6,Dat
51002110,7.3,Dat
51002114,5.8,Dat
51002109,6.5,Dat
51002113,6.2,Dat
51002116,7.2,Dat
51002117,7.9,Dat
51002122,6.6,Dat
51002119,6.7,Dat
51002121,6.7,Dat
51002115,6.7,Dat
51002129,6.8,Dat
51002120,6.6,Dat
51002126,7.4,Dat
51002124,6.9,Dat
51002128,7.2,Dat
51002127,8.2,Dat
51002123,6.9,Dat
51002118,6.9,Dat
51002131,8.2,Dat
51002132,6.7,Dat
51002130,6.9,Dat
51002125,7.6,Dat
51002137,6.6,Dat
51002135,7.6,Dat
51002134,6.7,Dat
51002138,8,Dat
51002133,7.6,Dat
51002136,7.2,Dat
51002139,6.5,Dat
51002141,7.1,Dat
51002140,6.6,Dat
51002144,6.3,Dat
51002145,7.4,Dat
51002146,7.5,Dat
51002149,7.8,Dat
51002142,7.3,Dat
51002148,6.3,Dat
51002143,6.5,Dat
51002150,7.6,Dat
51002147,6.8,Dat
51002153,7.1,Dat
51002151,7.5,Dat
51002155,6.3,Dat
51002154,7,Dat
51002156,7.3,Dat
51002152,6.3,Dat
51002160,7.7,Dat
51002158,7.5,Dat
51002161,8.2,Dat
51002157,7.5,Dat
51002162,5.8,Dat
51002159,6.2,Dat
51002167,6.8,Dat
51002168,7.1,Dat
51002170,7.5,Dat
51002164,6.7,Dat
51002163,7.8,Dat
51002171,6.6,Dat
51002172,6.3,Dat
51002166,7.9,Dat
51002165,7.8,Dat
51002169,6.2,Dat
51002176,6.7,Dat
51002173,6.4,Dat
51002178,7.2,Dat
51002174,7.2,Dat
51002175,5.6,Dat
51002177,7.4,Dat
51002183,6.7,Dat
51002179,6.7,Dat
51002182,5.1,Dat
51002181,6.2,Dat
51002180,7.8,Dat
51002185,5.5,Dat
51002188,6.1,Dat
51002193,6.6,Dat
51002184,6.5,Dat
51002194,6.8,Dat
51002187,6.9,Dat
51002191,7.6,Dat
51002190,8,Dat
51002186,6.3,Dat
51002189,6.6,Dat
51002192,6.8,Dat
51002200,7.4,Dat
51002198,7.5,Dat
51002196,7,Dat
51002195,6.9,Dat
51002201,6.8,Dat
51002199,7,Dat
51002197,8.2,Dat
51002208,7.2,Dat
51002204,5.9,Dat
51002203,7.2,Dat
51002202,6.9,Dat
51002205,6.5,Dat
51002207,7.4,Dat
51002209,7,Dat
51002210,7.2,Dat
51002206,5.9,Dat
51002213,7.4,Dat
51002212,7.6,Dat
51002215,7.3,Dat
51002217,7.2,Dat
51002216,6.9,Dat
51002214,6.4,Dat
51002224,6.8,Dat
51002220,6.4,Dat
51002221,6.5,Dat
51002211,7.2,Dat
51002219,6.9,Dat
51002226,7.6,Dat
51002227,6.9,Dat
51002218,6.6,Dat
51002223,8.1,Dat
51002222,7.3,Dat
51002225,7,Dat
51002228,7.4,Dat
51002230,7.4,Dat
51002229,6,Dat
51002232,7.2,Dat
51002233,7.2,Dat
51002231,6.9,Dat
51002237,6.9,Dat
51002240,6.7,Dat
51002235,6.8,Dat
51002239,6.9,Dat
51002234,7.2,Dat
51002242,6.8,Dat
51002241,6.2,Dat
51002238,6.9,Dat
51002246,6.5,Dat
51002236,7.1,Dat
51002250,5.8,Dat
51002249,7.6,Dat
51002243,6.8,Dat
51002247,6.5,Dat
51002248,6.9,Dat
51002244,7.1,Dat
51002251,6.8,Dat
51002245,6.3,Dat
51002252,6.5,Dat
51002253,6.5,Dat
51002254,6.1,Dat
51002256,6.8,Dat
51002257,5.6,Dat
51002259,6.8,Dat
51002261,6.6,Dat
51002260,7.8,Dat
51002266,7.3,Dat
51002263,6.6,Dat
51002262,7.9,Dat
51002268,6.9,Dat
51002270,6.6,Dat
51002255,6.9,Dat
51002265,6.5,Dat
51002269,6.5,Dat
51002267,5.9,Dat
51002271,7.1,Dat
51002258,6.9,Dat
51002264,5.2,Dat
51002273,5.7,Dat
51002272,7,Dat
51002275,6.4,Dat
51002274,6.7,Dat
51002279,6.6,Dat
51002277,6.8,Dat
51002278,6.9,Dat
51002280,7.1,Dat
51002286,6.7,Dat
51002284,7.8,Dat
51002281,7.4,Dat
51002276,6.4,Dat
51002282,7.2,Dat
51002288,6.9,Dat
51002283,6.1,Dat
51002285,8,Dat
51002289,5.4,Dat
51002287,7.1,Dat
51002290,7.5,Dat
51002291,6.5,Dat
51002297,6,Dat
51002299,7.8,Dat
51002303,6.8,Dat
51002295,6.5,Dat
51002318,7.5,Dat
51002293,6.1,Dat
51002314,7,Dat
51002306,7.3,Dat
51002300,7.2,Dat
51002320,5.9,Dat
51002292,5.9,Dat
51002315,7.4,Dat
51002319,7,Dat
51002308,6.7,Dat
51002301,6.4,Dat
51002302,7.4,Dat
51002304,6.5,Dat
51002310,6.1,Dat
51002312,7.7,Dat
51002296,6.9,Dat
51002294,7.7,Dat
51002305,7.6,Dat
51002307,5.9,Dat
51002309,7.8,Dat
51002313,6,Dat
51002323,7.6,Dat
51002298,7.8,Dat
51002311,7.2,Dat
51002316,8,Dat
51002317,7.8,Dat
51002326,6.8,Dat
51002321,8.4,Dat
51002327,7.2,Dat
51002328,7.8,Dat
51002324,6.9,Dat
51002322,7.1,Dat
51002325,8,Dat
51002329,7.3,Dat
51002330,7.1,Dat
51002332,8,Dat
51002335,6.8,Dat
51002334,6.8,Dat
51002333,7.7,Dat
51002339,6.5,Dat
51002336,7.1,Dat
51002337,5.3,Dat
51002340,7.6,Dat
51002331,6.6,Dat
51002344,6.8,Dat
51002338,6.5,Dat
51002342,6.3,Dat
51002343,6.4,Dat
51002345,7.5,Dat
51002346,6.8,Dat
51002341,6.2,Dat
51002351,7.2,Dat
51002350,6.3,Dat
51002347,7.4,Dat
51002352,7.6,Dat
51002349,7.8,Dat
51002353,7.4,Dat
51002354,8.4,Dat
51002348,7.4,Dat
51002359,6.1,Dat
51002357,6.6,Dat
51002362,7.9,Dat
51002360,6.8,Dat
51002361,5.8,Dat
51002355,6.4,Dat
51002358,7.2,Dat
51002364,6.9,Dat
51002365,6.6,Dat
51002356,6.8,Dat
51002369,8,Dat
51002367,7.6,Dat
51002370,7.6,Dat
51002368,7.6,Dat
51002371,6.5,Dat
51002363,6.3,Dat
51002372,6.6,Dat
51002366,7.8,Dat
51002373,7.5,Dat
51002374,7.2,Dat
51002376,6.8,Dat
51002380,6.1,Dat
51002381,6,Dat
51002383,7.2,Dat
51002379,7.8,Dat
51002375,7.2,Dat
51002387,6.8,Dat
51002378,7.4,Dat
51002382,7.2,Dat
51002377,6.8,Dat
51002385,5.7,Dat
51002384,7.1,Dat
51002386,5.9,Dat
51002388,7.8,Dat
51002389,7.6,Dat
51002390,6.5,Dat
51002391,7.2,Dat
51002392,6.2,Dat
51002393,8.1,Dat
51002404,6,Dat
51002398,6.3,Dat
51002395,7.2,Dat
51002396,7.5,Dat
51002394,7.8,Dat
51002397,7.6,Dat
51002403,8,Dat
51002399,7.4,Dat
51002400,6.9,Dat
51002405,5.9,Dat
51002402,7.4,Dat
51002401,6.3,Dat
51002407,8.1,Dat
51002408,6.3,Dat
51002406,6.5,Dat
51002411,7.5,Dat
51002414,7.9,Dat
51002416,6.6,Dat
51002409,7.5,Dat
51002413,7.2,Dat
51002412,7.1,Dat
51002415,6.5,Dat
51002410,7.1,Dat
51002421,6.7,Dat
51002420,8,Dat
51002418,6.9,Dat
51002422,5.8,Dat
51002417,6.5,Dat
51002419,6.1,Dat
51002429,7.2,Dat
51002424,6.8,Dat
51002423,6.5,Dat
51002425,6.4,Dat
51002427,6.5,Dat
51002428,7.9,Dat
51002434,6.6,Dat
51002433,6.8,Dat
51002430,5.9,Dat
51002426,7.1,Dat
51002435,7.4,Dat
51002432,6.6,Dat
51002436,7.3,Dat
51002446,6.3,Dat
51002431,6.5,Dat
51002442,6.3,Dat
51002440,6.7,Dat
51002437,7.1,Dat
51002439,7.5,Dat
51002443,5.7,Dat
51002444,7.6,Dat
51002445,7.1,Dat
51002447,7.6,Dat
51002438,6.9,Dat
51002441,6.8,Dat
51002448,6.1,Dat
51002451,7.4,Dat
51002449,7,Dat
51002450,7,Dat
51002459,7.2,Dat
51002454,7.4,Dat
51002452,7.6,Dat
51002458,7.6,Dat
51002455,6.6,Dat
51002460,7.5,Dat
51002457,7.8,Dat
51002463,6.8,Dat
51002453,8.3,Dat
51002462,7.7,Dat
51002466,7.3,Dat
51002456,7.5,Dat
51002467,6.9,Dat
51002468,6.8,Dat
51002461,7.1,Dat
51002464,6.3,Dat
51002465,6.9,Dat
51002470,8,Dat
51002471,6.4,Dat
51002469,6.4,Dat
51002477,7,Dat
51002472,6.8,Dat
51002475,6.4,Dat
51002473,7.1,Dat
51002478,7.7,Dat
51002480,7,Dat
51002474,6.8,Dat
51002476,7,Dat
51002482,6,Dat
51002484,7.1,Dat
51002489,7.6,Dat
51002479,6.8,Dat
51002486,5.1,Dat
51002481,7.4,Dat
51002483,7.3,Dat
51002487,6.1,Dat
51002491,7.5,Dat
51002497,7.8,Dat
51002488,7.8,Dat
51002493,8.1,Dat
51002485,7.1,Dat
51002495,6.9,Dat
51002492,6.8,Dat
51002494,7.6,Dat
51002496,7.9,Dat
51002502,8.4,Dat
51002500,6.2,Dat
51002490,7,Dat
51002508,6.9,Dat
51002506,7.8,Dat
51002498,7.3,Dat
51002507,7.3,Dat
51002499,7.7,Dat
51002504,6.8,Dat
51002503,6.1,Dat
51002501,7.7,Dat
51002505,7.2,Dat
51002512,6.3,Dat
51002509,7.1,Dat
51002513,7.9,Dat
51002514,6.7,Dat
51002511,6.6,Dat
51002515,6.9,Dat
51002510,7.4,Dat
51002516,6.5,Dat
51002523,7.8,Dat
51002518,7.2,Dat
51002517,7.3,Dat
51002528,8.7,Dat
51002524,7,Dat
51002520,7,Dat
51002519,7.6,Dat
51002521,6.4,Dat
51002522,7.4,Dat
51002525,7,Dat
51002533,5.8,Dat
51002529,6.8,Dat
51002526,7.4,Dat
51002538,7,Dat
51002527,7.1,Dat
51002530,6.6,Dat
51002539,7.7,Dat
51002532,8,Dat
51002531,7.3,Dat
51002535,7.7,Dat
51002537,6.9,Dat
51002536,6.3,Dat
51002542,7.4,Dat
51002540,7.2,Dat
51002541,7.2,Dat
51002534,5.9,Dat
51002546,8.1,Dat
51002543,6.6,Dat
51002547,7,Dat
51002544,7.5,Dat
51002545,7.4,Dat
51002548,6.7,Dat
51002551,6.2,Dat
51002549,7.9,Dat
51002554,9,Dat
51002553,6.8,Dat
51002557,7,Dat
51002555,7.5,Dat
51002552,7.8,Dat
51002550,8.1,Dat
51002556,7.9,Dat
51002564,7,Dat
51002562,6.4,Dat
51002565,7.5,Dat
51002559,7.8,Dat
51002560,6.8,Dat
51002558,6.6,Dat
51002561,7.1,Dat
51002563,6.8,Dat
51002570,7.7,Dat
51002575,6.1,Dat
51002566,6.5,Dat
51002567,7.3,Dat
51002574,6.2,Dat
51002569,7.4,Dat
51002568,7.2,Dat
51002573,7.5,Dat
51002572,8.5,Dat
51002571,7.7,Dat
51002576,6.7,Dat
51002577,7,Dat
51002578,7.1,Dat
51002579,6.7,Dat
51002581,7.5,Dat
51002583,6.6,Dat
51002585,6.6,Dat
51002584,6.4,Dat
51002586,5.8,Dat
51002580,7.9,Dat
51002587,7.3,Dat
51002592,6.9,Dat
51002593,6.3,Dat
51002582,6.4,Dat
51002590,6.7,Dat
51002589,7.5,Dat
51002591,6.3,Dat
51002594,7.2,Dat
51002596,7.3,Dat
51002601,6.3,Dat
51002595,6.5,Dat
51002598,7.4,Dat
51002599,7.3,Dat
51002597,7.6,Dat
51002588,6.9,Dat
51002600,6.9,Dat
51002602,7.7,Dat
51002603,7,Dat
51002609,7.4,Dat
51002607,6.9,Dat
51002608,6.9,Dat
51002610,6.7,Dat
51002605,6.7,Dat
51002604,6.7,Dat
51002606,7,Dat
51002611,6.5,Dat
51002613,7.5,Dat
51002616,7,Dat
51002612,8.3,Dat
51002614,7.2,Dat
51002619,6.8,Dat
51002617,6.9,Dat
51002622,7.1,Dat
51002615,6,Dat
51002618,7.8,Dat
51002620,7.6,Dat
51002621,7.2,Dat
51002623,6.8,Dat
51002629,6.6,Dat
51002627,7,Dat
51002630,6.8,Dat
51002626,6,Dat
51002624,7.5,Dat
51002625,7.2,Dat
51002632,6.9,Dat
51002628,7,Dat
51002634,6.8,Dat
51002637,6.8,Dat
51002636,6,Dat
51002638,7.3,Dat
51002631,6.2,Dat
51002633,7,Dat
51002639,8.1,Dat
51002640,7,Dat
51002642,7.3,Dat
51002635,6.4,Dat
51002641,5.7,Dat
51002644,7.3,Dat
51002645,6.6,Dat
51002643,7.3,Dat
51002647,6,Dat
51002646,6.6,Dat
51002649,7.7,Dat
51002648,7.1,Dat
51002654,6,Dat
51002655,6.9,Dat
51002650,7.1,Dat
51002651,6.5,Dat
51002653,7.3,Dat
51002656,7.4,Dat
51002659,7.4,Dat
51002652,7,Dat
51002663,7.3,Dat
51002657,6.6,Dat
51002660,6.4,Dat
51002661,6.8,Dat
51002667,7.9,Dat
51002664,6,Dat
51002668,7.2,Dat
51002662,7.6,Dat
51002669,7.2,Dat
51002666,6.2,Dat
51002665,6.7,Dat
51002670,7,Dat
51002672,7.5,Dat
51002673,7,Dat
51002671,7.2,Dat
51002674,7.7,Dat
51002675,6.8,Dat
51002680,6.1,Dat
51002676,6.7,Dat
51002678,7,Dat
51002683,7,Dat
51002682,6.5,Dat
51002677,7.8,Dat
51002679,6.1,Dat
51002686,7.8,Dat
51002685,6.8,Dat
51002687,7.4,Dat
51002681,6.7,Dat
51002684,7.1,Dat
51002689,7.2,Dat
51002688,5.8,Dat
51002690,7.5,Dat
51002691,6.5,Dat
51002697,6.9,Dat
51002696,6.3,Dat
51002694,6.7,Dat
51002692,7.6,Dat
51002698,6.9,Dat
51002701,7.2,Dat
51002702,6.8,Dat
51002695,7.6,Dat
51002699,7.3,Dat
51002693,7.3,Dat
51002703,6.9,Dat
51002706,6.9,Dat
51002704,6.8,Dat
51002707,8,Dat
51002705,6.8,Dat
51002700,5.9,Dat
51002710,7.1,Dat
51002712,7.2,Dat
51002713,7.1,Dat
51002708,7.1,Dat
51002715,6.1,Dat
51002709,6.2,Dat
51002716,6.3,Dat
51002711,6.6,Dat
51002718,6.1,Dat
51002714,7.5,Dat
51002721,6.4,Dat
51002717,6.6,Dat
51002723,6.2,Dat
51002725,6.6,Dat
51002720,6.2,Dat
51002719,6.7,Dat
51002726,7.3,Dat
51002722,6.4,Dat
51002724,6.3,Dat
51002730,6.4,Dat
51002727,7.1,Dat
51002732,7.9,Dat
51002728,7,Dat
51002731,7.6,Dat
51002733,6.4,Dat
51002734,6.6,Dat
51002736,6.2,Dat
51002729,6.6,Dat
51002739,7.5,Dat
51002738,7.3,Dat
51002735,7.1,Dat
51002740,7.2,Dat
51002742,7.7,Dat
51002741,6.8,Dat
51002745,6.8,Dat
51002743,6.9,Dat
51002737,7,Dat
51002748,6.6,Dat
51002746,7.3,Dat
51002747,6.5,Dat
51002751,6,Dat
51002752,7.2,Dat
51002754,6.9,Dat
51002753,6.4,Dat
51002744,7.8,Dat
51002749,7.3,Dat
51002750,8.1,Dat
51002756,6.8,Dat
51002755,7.4,Dat
51002759,6.9,Dat
51002757,7.2,Dat
51002758,5.9,Dat
51002761,6.3,Dat
51002760,6.9,Dat
51002762,7,Dat
51002766,6.6,Dat
51002764,7.2,Dat
51002763,6.6,Dat
51002765,7.7,Dat
51002767,8.8,Dat
51002770,7.1,Dat
51002769,6.7,Dat
51002771,7.2,Dat
51002768,7.1,Dat
51002772,7.8,Dat
51002774,5.8,Dat
51002777,6.3,Dat
51002780,8.3,Dat
51002776,5.6,Dat
51002784,6.8,Dat
51002775,6.4,Dat
51002781,6.4,Dat
51002779,6.4,Dat
51002785,6.6,Dat
51002778,7.6,Dat
51002782,6.9,Dat
51002773,7.3,Dat
51002786,6.6,Dat
51002783,7.1,Dat
51002787,6.2,Dat
51002788,6.8,Dat
51002789,7.2,Dat
51002791,7,Dat
51002790,6.4,Dat
51002802,6.7,Dat
